"Year","Road.Type","Speed","Junction.Type","Brightness","Wind.Speed","Casualty.Class","Gender","Age","Damage","Severity"
"00","M",57,"1",43988,32,"O","F",41,20557.79,33
"00","A",42,"4",103387,39,"D","F",72,16902.79,52
"01","C",36,"4",109589,42,"D","F",70,5190.22,48
"98","U",41,"1",14650,5,"P","M",29,2067.42,47
"98","C",43,"4",117178,38,"O","F",45,4151.98,31
"99","M",54,"0",82004,9,"O","M",40,32897.43,33
"01","M",80,"2",67902,20,"P","F",23,32380.9,58
"00","B",75,"4",72662,22,"D","F",72,14285.01,52
"01","C",40,"2",52374,15,"D","M",73,8497.58,54
"00","M",81,"1",21198,20,"P","F",31,22303.2,44
"01","C",75,"4",71120,17,"P","M",29,7026.68,47
"02","M",35,"1",79117,42,"D","F",49,31362.98,30
"02","A",73,"2",47586,21,"P","M",76,19061.96,60
"98","M",43,"3",7883,38,"O","F",64,22103.72,39
"01","M",70,"3",23511,5,"P","M",44,23434.16,31
"01","M",43,"3",61496,15,"O","M",46,30916.49,30
"02","C",35,"3",13702,22,"D","M",59,8762.44,34
"98","U",82,"0",107162,19,"O","F",58,1971.61,33
"01","M",76,"2",18397,22,"D","F",36,26018.59,37
"01","M",60,"0",14810,30,"O","F",51,35569.93,30
"00","C",70,"3",117235,25,"O","F",53,3880.53,31
"99","M",80,"1",53871,20,"D","F",68,25723.58,45
"99","M",78,"1",87775,19,"D","M",76,21645.54,60
"98","M",72,"0",9204,12,"P","M",36,28617.95,37
"98","M",57,"2",12195,15,"O","M",22,23807.66,60
"02","B",77,"3",19862,22,"O","F",35,12780.19,38
"99","M",80,"0",40833,3,"O","M",43,32289.92,32
"02","M",83,"2",87432,18,"D","F",79,33299.98,68
"99","B",34,"2",116269,43,"O","F",49,12516.81,30
"99","M",78,"4",15808,12,"O","M",72,39065.99,52
"01","M",75,"3",54790,22,"D","F",45,30537.69,31
"00","U",30,"0",5853,17,"P","M",63,1570.44,38
"02","A",48,"1",52835,24,"D","M",77,18317.99,63
"01","M",32,"2",92512,14,"O","M",60,34716.54,35
"02","M",69,"4",99356,5,"P","M",32,26184.62,42
"02","M",39,"1",32764,5,"O","M",33,38928.95,41
"01","C",32,"3",50027,24,"D","M",29,9126.33,47
"00","M",45,"1",33809,4,"O","M",45,38272.93,31
"01","A",60,"3",49724,10,"O","M",62,18243.81,37
"00","C",64,"0",118836,1,"O","M",55,4980.86,32
"98","U",63,"4",106204,24,"P","M",62,820.5,37
"02","B",73,"0",77447,24,"D","F",59,12005.08,34
"02","U",41,"1",41074,10,"O","M",53,2933.15,31
"98","C",44,"2",108802,16,"O","M",72,3658.21,52
"02","C",74,"2",90203,23,"D","F",63,8168.7,38
"98","M",56,"1",110492,2,"O","M",71,39926.36,50
"98","A",39,"0",65527,3,"D","M",37,19545.48,36
"98","B",57,"1",74226,32,"O","F",31,10516.63,44
"99","M",88,"2",106800,18,"P","M",60,37600.23,35
"02","A",34,"3",112622,16,"O","M",27,15749.16,50
"99","A",36,"2",92075,42,"O","F",70,19175.39,48
"01","M",89,"4",44504,13,"D","M",34,29426.06,39
"99","C",52,"0",60915,14,"O","M",20,7644.28,65
"98","U",40,"1",109703,40,"P","F",47,1612.89,30
"01","M",68,"3",106633,10,"O","M",42,35324.83,32
"99","M",32,"2",37728,44,"D","F",64,33867.31,39
"98","B",41,"3",59436,13,"O","M",60,13009.28,35
"01","A",74,"2",41753,23,"O","F",43,17773.84,32
"99","M",78,"0",15203,21,"D","F",29,39554.72,47
"02","A",31,"2",58655,44,"D","F",55,17184.15,32
"99","M",47,"2",78098,36,"P","F",25,31075.73,54
"98","M",56,"0",76647,32,"D","F",50,25921.47,30
"98","M",48,"1",66286,36,"D","F",29,34740.57,47
"99","M",34,"3",82785,4,"O","M",52,35607.26,30
"99","B",52,"2",44119,34,"O","F",65,14740.45,41
"00","M",38,"3",32331,41,"P","F",39,20948.48,34
"98","C",72,"4",92646,24,"O","F",70,8512,48
"00","A",41,"2",49906,40,"D","F",49,17632.1,30
"02","M",42,"2",109877,11,"O","M",23,27251.67,58
"99","M",65,"0",6929,25,"P","M",38,23038.06,35
"02","M",33,"4",16017,3,"O","M",43,39174.44,32
"00","A",39,"0",8457,40,"D","F",30,19888.53,45
"02","M",64,"2",67451,1,"D","M",69,34004.18,47
"98","B",51,"1",11980,23,"P","M",35,14496.82,38
"98","M",51,"3",61067,34,"P","F",22,34549.12,60
"01","M",43,"3",57953,15,"P","M",65,26731.41,41
"98","B",40,"0",3225,12,"P","M",80,14116.69,70
"98","U",44,"3",87785,38,"P","F",50,2384.12,30
"02","M",41,"2",27454,40,"P","F",41,39611.64,33
"98","A",42,"2",20074,39,"O","F",63,19424.97,38
"01","M",73,"2",47045,138.020235595759,"D","M",35,23911.39,38
"99","M",82,"2",19731,8,"D","M",19,26642.09,68
"00","C",49,"2",80864,36,"O","F",37,5182.24,36
"98","B",45,"3",89415,19,"O","M",77,12989.97,63
"00","M",32,"0",70809,19,"D","M",35,23801.51,38
"99","B",36,"0",99072,42,"D","F",27,10443.29,50
"00","B",75,"3",30512,9,"O","M",54,12870.41,31
"99","M",43,"0",94985,17,"D","M",36,24863.73,37
"99","M",85,"3",36021,17,"P","M",33,31508.72,41
"02","A",88,"0",91426,19,"D","M",28,17576.53,48
"99","M",86,"3",22476,20,"P","M",34,38379.07,39
"00","A",67,"2",61195,7,"P","M",52,17641.55,30
"00","M",31,"3",56178,24,"O","M",40,39252.27,33
"00","B",64,"3",75193,16,"D","M",26,14378.15,52
"01","C",50,"0",7494,4,"P","M",40,9273.09,33
"98","A",43,"0",9434,21,"P","M",76,16538,60
"02","B",30,"2",87490,25,"D","M",58,14191.48,33
"02","U",85,"3",9173,18,"P","F",64,2278.24,39
"98","B",48,"0",48257,3,"O","M",59,14096,34
"00","M",47,"2",48470,4,"P","M",57,39726.42,33
"98","M",63,"3",46112,28,"D","F",63,21784.22,38
"98","C",82,"3",44081,9,"P","M",75,3254.74,58
"99","A",36,"3",13311,42,"P","F",63,15999.99,38
"01","M",37,"3",110431,42,"O","F",50,25870.63,30
"99","B",72,"1",64554,24,"P","F",41,10789.61,33
"02","C",86,"0",7950,17,"P","F",41,3325.8,33
"99","M",43,"0",4134,38,"P","F",57,29013.21,33
"00","M",89,"2",110503,16,"D","M",47,36162.39,30
"02","M",43,"4",94052,38,"P","F",51,39532.02,30
"98","A",71,"0",51077,18,"O","M",35,19759.34,38
"02","A",76,"3",103353,22,"P","F",70,15574.15,48
"02","M",48,"4",51751,36,"D","F",74,20231.17,56
"01","M",41,"2",20616,6,"P","M",78,24406.03,65
"00","M",63,"3",107793,28,"P","F",58,25539.98,33
"00","M",54,"3",97516,33,"P","F",47,26160.73,30
"02","M",78,"3",10816,21,"O","F",22,28679.61,60
"01","A",70,"1",117674,25,"P","F",63,18872.11,38
"98","B",53,"0",33963,34,"O","F",61,11720.65,36
"99","C",72,"1",70806,24,"O","F",67,7849.9,44
"00","M",73,"2",94842,24,"P","F",56,36235.6,32
"99","M",85,"2",76271,14,"P","M",70,32694.34,48
"98","M",86,"1",87705,17,"P","F",22,38409.03,60
"01","M",88,"4",70244,9,"D","M",40,30677.67,33
"99","M",39,"1",54236,40,"O","F",57,22425.25,33
"98","M",75,"3",119036,22,"D","F",25,36291.25,54
"99","B",45,"0",437,38,"P","F",27,12101.24,50
"02","M",83,"0",32138,4,"O","M",54,32599.4,31
"01","M",88,"3",71962,16,"O","F",50,37402.98,30
"01","U",89,"1",1100,7,"P","M",62,2854.2,37
"98","M",54,"0",3758,13,"P","M",31,39558,44
"99","M",87,"3",95536,25,"O","M",39,31237.59,34
"02","M",39,"1",41397,6,"P","M",76,37160.53,60
"02","M",41,"0",2497,17,"P","M",75,27311.2,58
"02","C",80,"3",96896,20,"O","F",29,6065.96,47
"98","M",90,"1",94873,15,"O","F",61,34996.52,36
"02","M",47,"4",77691,36,"D","F",63,39166.29,38
"99","M",56,"0",1244,32,"P","F",53,25487.08,31
"99","B",66,"1",107907,27,"D","F",61,13592.1,36
"01","B",88,"2",34794,16,"P","F",49,10801.86,30
"01","C",82,"3",112108,14,"O","M",26,7286.75,52
"99","C",86,"2",10213,8,"D","M",66,7149.92,42
"99","B",51,"3",89204,34,"O","F",77,11628.55,63
"00","C",83,"0",80704,16,"D","M",73,6343.94,54
"01","M",64,"0",75046,24,"O","M",55,29325.04,32
"01","M",57,"1",19112,21,"P","M",50,37758.88,30
"02","C",51,"2",2492,6,"O","M",34,3805.48,39
"01","M",89,"1",7299,21,"O","M",33,30715.88,41
"98","U",75,"1",86944,13,"P","M",48,2744.87,30
"02","C",56,"0",94151,24,"D","M",52,8954.83,30
"01","A",53,"1",37651,25,"P","M",67,18154.64,44
"99","M",81,"1",18892,20,"D","F",59,22937.82,34
"02","C",68,"4",5937,26,"P","F",31,8044.34,44
"98","M",30,"3",57042,6,"P","M",78,39685.8,65
"99","A",85,"0",2965,25,"P","M",41,15736.16,33
"99","M",71,"0",55149,24,"D","F",76,25977.38,60
"01","A",43,"0",26077,38,"O","F",39,18126.96,34
"99","M",52,"1",78729,34,"O","F",29,27143.69,47
"99","M",58,"2",64059,22,"D","M",79,28302.52,68
"98","M",81,"2",68227,15,"P","M",21,28421.35,63
"01","M",64,"2",84828,28,"O","F",65,29099.18,41
"02","B",45,"4",28376,38,"O","F",44,11872.96,31
"99","M",53,"0",89237,14,"D","M",50,34083.29,30
"98","U",74,"1",19049,19,"P","M",78,2204.19,65
"99","M",85,"0",67561,18,"O","F",63,39433.62,38
"01","A",88,"1",59090,12,"D","M",67,19404.51,44
"01","C",49,"4",85984,36,"O","F",48,4492.53,30
"98","M",66,"0",107028,27,"O","F",79,33907.51,68
"99","B",56,"3",10873,4,"D","M",56,10625.97,32
"00","A",88,"2",64301,14,"P","M",60,15854,35
"98","B",64,"4",74104,28,"D","F",44,12676.43,31
"00","B",78,"4",12759,21,"P","F",61,13731.91,36
"00","B",49,"4",113430,36,"P","F",36,13246.72,37
"01","C",33,"2",64005,24,"D","M",28,4476.43,48
"00","C",31,"3",48558,44,"O","F",65,9770.6,41
"98","M",35,"4",100669,1,"O","M",29,36815.25,47
"99","M",41,"0",59106,40,"O","F",57,23231.25,33
"01","M",66,"4",107114,27,"D","F",46,26402.46,30
"98","M",40,"0",28229,24,"O","M",47,24834.68,30
"02","M",63,"2",20563,28,"D","F",42,21306.75,32
"01","A",64,"4",63947,1,"P","M",72,15024.76,52
"98","M",37,"0",93227,42,"D","F",70,30872.97,48
"02","A",61,"4",80268,20,"D","M",60,15855.45,35
"99","C",30,"0",9108,45,"P","F",19,4228.92,68
"99","B",61,"1",65173,30,"D","F",48,13955.37,30
"02","C",59,"0",94211,30,"O","F",35,5598.49,38
"01","A",36,"0",8322,42,"P","F",47,15188.78,30
"00","M",65,"0",21657,28,"D","F",19,29411.85,68
"99","U",71,"0",2973,24,"P","F",39,2768.84,34
"99","M",55,"1",103489,25,"D","M",49,36706.24,30
"99","M",55,"4",46131,32,"O","F",60,23920.29,35
"99","M",57,"3",55420,11,"O","M",59,38015.24,34
"98","B",79,"3",79184,20,"P","F",73,14283.81,54
"00","C",85,"4",29998,26,"D","F",68,9522.31,45
"99","A",79,"4",62712,9,"O","M",23,17845.48,58
"98","M",79,"0",40707,9,"O","M",75,28226.16,58
"01","A",47,"4",24400,36,"D","F",75,16767.01,58
"00","M",49,"1",86971,10,"D","M",74,26816.76,56
"02","M",47,"1",26175,7,"O","M",63,36385.78,38
"00","U",75,"3",112833,7,"D","M",56,2450.5,32
"98","B",53,"1",10698,34,"P","F",39,14575.91,34
"99","C",82,"1",12249,19,"D","F",39,9628.21,34
"02","C",46,"1",1389,15,"O","M",33,7583.67,41
"01","B",66,"2",91673,11,"P","M",32,10119.02,42
"98","B",67,"2",10812,26,"O","F",66,11360.24,42
"01","B",43,"3",32966,13,"O","M",78,10898.76,65
"02","M",31,"2",60495,44,"O","F",45,23053.72,31
"02","C",63,"2",89835,28,"P","F",26,7084.01,52
"98","M",60,"4",34722,30,"O","F",24,30861.25,56
"00","M",79,"0",105179,20,"D","F",72,29705.86,52
"01","M",51,"2",27975,12,"D","M",18,39762.01,70
"98","M",74,"4",36740,10,"O","M",41,21464.28,33
"99","M",87,"2",79916,15,"D","M",23,27254.65,58
"99","M",71,"4",52656,24,"D","F",64,22368.61,39
"00","C",79,"4",117301,5,"P","M",54,7670.19,31
"02","M",53,"3",48501,34,"D","F",24,26427.61,56
"00","M",88,"0",98598,16,"O","F",26,35797.29,52
"98","M",40,"1",24936,12,"O","M",55,23456.25,32
"00","M",74,"4",15218,23,"P","F",28,37359.69,48
"01","M",72,"4",92515,24,"P","F",46,29353.44,30
"00","M",49,"0",99210,36,"O","F",31,24369.89,44
"02","B",68,"3",15482,26,"O","F",51,11758.08,30
"02","M",39,"3",39878,40,"O","F",37,39357.63,36
"02","M",31,"4",2243,44,"P","F",65,31179.92,41
"00","A",58,"0",14002,13,"O","M",65,16167.62,41
"99","C",85,"4",60919,18,"O","F",29,6376.54,47
"00","C",84,"3",46050,42,"D","F",32,8847.86,42
"99","B",66,"4",74524,27,"P","F",51,12280.93,30
"02","A",56,"4",33272,32,"P","F",71,17485.32,50
"01","A",51,"1",104238,24,"P","M",41,19151.28,33
"98","A",38,"4",58956,3,"P","M",44,19857.09,31
"00","U",89,"2",72264,8,"D","M",64,927.17,39
"01","A",43,"2",15461,16,"D","M",52,16690.84,30
"02","M",66,"0",455,27,"P","F",70,26993.86,48
"00","M",81,"4",51434,20,"O","F",79,37479.38,68
"00","M",67,"2",21895,16,"P","M",61,25585.03,36
"00","M",67,"3",25572,1,"O","M",35,32223.01,38
"02","M",81,"0",98344,18,"D","M",73,31296.91,54
"98","U",60,"1",91418,30,"D","F",57,2508.99,33
"02","M",42,"4",75267,4,"D","M",79,31083.33,68
"00","M",55,"3",117618,32,"P","F",46,36749.34,30
"98","C",77,"4",37038,15,"D","M",74,5185.48,56
"00","M",71,"2",91606,24,"D","F",21,22808.2,63
"98","M",67,"3",107281,26,"D","F",55,29251.03,32
"01","A",55,"2",110130,32,"O","F",69,16990.32,47
"99","M",74,"2",79371,23,"D","F",53,39702.11,31
"02","C",59,"0",71593,30,"O","F",70,5946.95,48
"01","C",39,"1",19914,23,"P","M",30,7229.17,45
"01","M",59,"1",69511,30,"P","F",26,33482.83,52
"98","C",35,"1",106991,2,"O","M",21,6749.73,63
"01","B",71,"1",65209,24,"P","F",43,10494,32
"00","B",89,"3",14981,16,"O","F",22,12861.33,60
"98","A",75,"1",51172,22,"D","F",35,18433.41,38
"00","M",30,"4",41848,22,"O","M",64,36786.7,39
"01","C",41,"1",88138,7,"O","M",75,5437.96,58
"99","M",71,"0",22314,24,"O","F",63,39929,38
"01","M",56,"3",41320,32,"D","F",54,25305.3,31
"00","M",62,"1",43720,29,"D","F",41,34295.68,33
"02","M",53,"1",17827,34,"P","F",71,34296,50
"99","U",40,"4",75922,40,"D","F",71,2741.9,50
"98","M",39,"2",58481,20,"O","M",70,21502.03,48
"98","M",88,"2",28772,19,"O","M",36,25838.09,37
"99","M",83,"4",87650,5,"D","M",56,23046.3,32
"00","U",71,"1",3299,24,"D","F",48,511.9,30
"99","B",53,"3",65337,34,"P","F",24,11123,56
"98","M",40,"2",38258,40,"D","F",69,35331.63,47
"99","M",70,"2",91722,25,"O","F",25,29160.96,54
"98","B",41,"2",58432,23,"P","M",27,13828.76,50
"99","C",50,"0",96873,35,"O","F",63,7560.6,38
"00","B",89,"4",46457,20,"O","M",37,14984.55,36
"01","C",82,"1",99157,12,"O","M",22,5216.71,60
"98","A",77,"4",103085,2,"D","M",50,16972.2,30
"02","B",42,"1",6984,39,"D","F",55,10388.78,32
"02","M",50,"1",21345,35,"D","F",42,30558.89,32
"00","M",73,"2",83249,24,"P","F",50,22130.03,30
"98","A",80,"1",38677,20,"O","M",44,15889.32,31
"02","C",87,"3",91743,15,"D","M",59,3189.76,34
"00","C",40,"3",74250,6,"P","M",64,3496.43,39
"01","B",71,"2",26119,24,"O","F",38,14288.11,35
"99","M",65,"3",1899,12,"O","M",71,26726.07,50
"00","C",80,"4",58283,20,"P","F",51,8251.92,30
"00","M",89,"3",7241,9,"D","M",62,23197.61,37
"00","M",82,"0",7758,19,"P","F",26,39168.11,52
"99","M",66,"2",57717,27,"P","F",25,27980.65,54
"98","A",77,"1",3969,3,"D","M",44,17943.52,31
"98","U",49,"0",89169,5,"O","M",36,857.38,37
"98","M",53,"1",101215,34,"D","F",64,27802.61,39
"00","C",89,"0",113882,39,"D","F",21,4014.37,63
"99","C",41,"0",605,133.684396552853,"P","F",38,5937.32,35
"00","M",50,"4",70213,6,"P","M",36,33431.47,37
"98","C",61,"2",38076,2,"P","M",44,3307.48,31
"00","M",40,"0",100144,15,"O","M",73,34326.3,54
"02","M",65,"1",85468,24,"D","M",72,24462.86,52
"01","A",85,"0",112622,22,"D","M",61,16327.58,36
"98","M",82,"0",3009,9,"P","M",77,31445.23,63
"02","M",89,"4",1540,16,"D","F",38,28865.55,35
"00","C",33,"2",12150,44,"O","F",48,3189.39,30
"00","U",80,"4",86544,4,"O","M",29,1792.03,47
"99","A",87,"0",67424,9,"D","M",73,17633.73,54
"00","M",42,"2",19872,39,"O","F",64,26296.19,39
"00","M",30,"0",16263,17,"D","M",38,32070.03,35
"00","M",78,"0",47886,21,"D","F",74,34746.11,56
"99","M",74,"3",72193,23,"D","F",78,31493.62,65
"02","U",48,"2",53585,5,"P","M",48,2931.03,30
"02","A",35,"1",21958,132.139860203024,"O","M",22,16191.67,60
"02","A",77,"0",113328,22,"D","F",24,19686.37,56
"01","U",63,"1",22208,6,"P","M",33,2535.31,41
"02","C",80,"0",70551,24,"O","M",30,3080.06,45
"99","C",41,"0",7371,40,"P","F",40,6170.13,33
"99","C",65,"4",63107,16,"P","M",35,4433.74,38
"98","M",78,"0",112345,21,"O","F",56,32854.29,32
"00","M",52,"3",28753,34,"O","F",64,25204.14,39
"02","M",53,"4",90765,34,"O","F",66,31748.57,42
"98","M",67,"3",18811,26,"D","F",61,33576.18,36
"02","M",56,"2",107078,20,"O","M",38,24540.15,35
"98","M",57,"3",34211,22,"P","M",64,36036.86,39
"99","A",33,"1",29835,44,"D","F",67,18364.83,44
"98","A",39,"3",11513,13,"P","M",44,19418.06,31
"99","M",73,"2",1646,10,"O","M",64,20808.4,39
"99","M",86,"1",51826,6,"D","M",78,22301.44,65
"99","M",69,"2",30225,13,"O","M",44,20411.23,31
"01","A",36,"0",6780,42,"D","F",35,15046.73,38
"01","B",73,"3",10783,24,"D","F",30,10338.3,45
"00","C",83,"0",85167,28,"D","F",78,3888.08,65
"02","M",58,"3",17961,7,"P","M",52,39039.64,30
"98","B",70,"4",94600,25,"D","F",43,12158.82,32
"98","M",80,"2",53827,20,"P","F",47,32480.78,30
"98","B",47,"4",20323,36,"O","F",32,12968.68,42
"02","A",31,"0",6655,13,"D","M",73,17348.9,54
"02","C",65,"3",71176,28,"D","F",59,3670.58,34
"02","M",65,"3",97218,4,"O","M",57,28594.19,33
"02","M",52,"1",39332,19,"P","M",75,28026.76,58
"98","A",64,"0",81335,28,"O","F",34,17490.48,39
"02","C",54,"2",40350,33,"D","F",59,8950.46,34
"99","A",75,"4",64341,10,"D","M",25,16233.85,54
"99","A",36,"2",11843,23,"D","M",67,15242.7,44
"99","M",73,"2",119876,13,"P","M",59,33589.3,34
"98","M",32,"4",32217,44,"D","F",25,29629.22,54
"99","M",78,"2",79003,21,"P","F",79,21143.99,68
"01","M",82,"2",106814,19,"D","F",25,32074.04,54
"02","M",73,"0",86765,10,"D","M",42,33573.7,32
"01","A",69,"2",102672,26,"D","F",63,19839.22,38
"02","C",72,"3",118383,22,"O","M",59,3206.99,34
"99","C",39,"1",76440,40,"O","F",44,7326.48,31
"01","M",36,"1",48416,42,"P","F",21,28558.1,63
"02","M",31,"1",105289,2,"O","M",25,31735.37,54
"02","B",61,"1",110437,9,"O","M",44,14999.69,31
"98","M",75,"2",17778,22,"O","F",20,20994.59,65
"98","M",43,"1",18661,23,"D","M",22,35508.78,60
"02","M",51,"2",99460,34,"D","F",64,35814.23,39
"02","M",58,"3",111702,9,"O","M",31,24071,44
"99","C",89,"0",6113,16,"P","F",22,9675.12,60
"99","M",82,"3",59347,19,"O","M",49,31771.21,30
"98","M",69,"1",62757,6,"D","M",35,33176.36,38
"01","M",43,"3",35239,7,"D","M",57,32837.73,33
"98","C",70,"2",39093,25,"D","F",51,9742.76,30
"98","C",67,"0",7408,21,"O","M",74,3454.18,56
"99","A",50,"3",33310,9,"D","M",30,16002.61,45
"00","M",81,"2",19389,20,"O","F",30,30737.83,45
"01","U",31,"4",117409,44,"O","F",37,2371.91,36
"99","C",48,"1",70737,9,"P","M",69,3865.06,47
"99","M",51,"2",32067,2,"O","M",39,34065.92,34
"98","M",52,"3",5597,34,"O","F",58,25589.19,33
"00","M",56,"0",97208,12,"D","M",70,31054.2,48
"00","M",33,"0",9423,44,"D","F",40,34958,33
"99","M",46,"1",3982,16,"O","M",48,21308.99,30
"99","M",58,"0",6026,6,"P","M",44,20094.95,31
"00","M",36,"3",1294,42,"O","F",45,37162.51,31
"02","A",56,"1",66601,21,"D","M",32,16825.72,42
"01","M",65,"1",44233,28,"P","F",31,35205.48,44
"00","A",53,"0",8305,34,"P","F",25,15077.17,54
"02","B",87,"0",7380,22,"P","M",38,11448.63,35
"01","M",84,"3",4837,18,"P","F",73,29231.4,54
"00","M",40,"3",55338,40,"O","F",60,28523.32,35
"98","M",30,"0",111056,8,"D","M",27,39131.2,50
"99","B",70,"0",30476,14,"D","M",41,12941.58,33
"01","C",77,"2",17586,13,"P","M",20,6537.13,65
"98","M",60,"1",108600,22,"P","M",53,20832.95,31
"99","M",77,"0",47258,22,"D","F",57,36618.93,33
"01","M",34,"2",92868,43,"D","F",68,32805.82,45
"99","M",59,"1",96495,19,"D","M",22,37668.98,60
"01","M",80,"2",117395,20,"P","F",73,38882.31,54
"01","C",41,"0",58885,7,"O","M",46,9609.42,30
"01","B",44,"4",85113,38,"O","F",60,11194.58,35
"02","B",64,"4",84360,2,"D","M",79,11820.21,68
"00","M",66,"2",87162,27,"P","F",55,25562.36,32
"02","M",46,"3",64477,16,"O","M",62,38224,37
"02","A",34,"2",24162,43,"O","F",19,19701.51,68
"99","M",54,"1",55271,11,"P","M",35,27909.07,38
"99","M",64,"1",82984,13,"P","M",33,34606.34,41
"01","A",51,"1",49201,1,"O","M",57,15898.6,33
"00","A",58,"1",62253,31,"O","F",70,17258.01,48
"98","U",81,"0",72331,10,"O","M",44,2146.19,31
"99","M",31,"2",97595,12,"O","M",41,27289.37,33
"02","M",66,"0",49021,27,"D","F",53,39296.39,31
"01","M",32,"3",26905,44,"O","F",44,25552.23,31
"98","A",74,"4",93355,18,"P","M",37,16654.43,36
"00","M",31,"3",26607,44,"O","F",45,22327.59,31
"02","M",87,"1",83195,6,"D","M",54,24284.94,31
"01","M",65,"0",57768,4,"O","M",55,20312.68,32
"02","M",47,"3",49119,6,"D","M",51,35507.17,30
"99","B",44,"2",52614,17,"O","M",38,14070.13,35
"99","C",57,"2",35330,20,"D","M",74,4605.16,56
"98","C",49,"4",21813,25,"O","M",34,8278.2,39
"01","C",70,"3",40760,9,"O","M",76,7776.58,60
"02","M",82,"2",31049,19,"P","F",56,31002.68,32
"01","M",40,"1",57008,40,"O","F",37,38660.12,36
"98","C",65,"4",36437,28,"P","F",60,8789.13,35
"02","M",50,"0",6695,35,"O","F",64,31813.86,39
"02","C",79,"0",50397,20,"O","F",60,9600.19,35
"02","M",68,"0",48405,26,"D","F",23,38358.86,58
"98","A",60,"0",1145,30,"P","F",46,16150.77,30
"00","M",55,"1",86697,21,"O","M",21,39153.94,63
"99","M",53,"1",75734,6,"O","M",36,27429.92,37
"01","M",81,"3",37249,6,"P","M",56,37733.38,32
"99","M",85,"3",102348,15,"D","M",34,23748.64,39
"01","C",31,"2",28160,18,"D","F",60,7570.87,35
"00","A",48,"0",34059,36,"D","F",27,18758.92,50
"98","B",76,"1",110719,22,"P","F",73,10940.25,54
"00","M",31,"0",83211,44,"D","F",64,35221.97,39
"98","B",66,"2",85343,3,"O","M",35,13271.43,38
"98","C",47,"0",5119,17,"P","M",23,8117.51,58
"02","C",50,"3",54326,35,"P","F",64,7254.61,39
"00","U",46,"4",110075,37,"O","F",34,2637.44,39
"00","A",49,"0",103315,36,"D","F",24,19323.14,56
"01","M",80,"0",3060,20,"O","F",38,35777.24,35
"98","M",64,"3",41956,28,"D","F",27,21040.97,50
"99","M",38,"1",115142,24,"O","M",78,20932.27,65
"99","B",71,"1",62112,24,"P","F",33,12719.08,41
"98","C",57,"1",95997,32,"D","F",35,9090.34,38
"01","C",77,"2",71068,22,"P","F",69,7875.81,47
"00","B",30,"0",109034,45,"D","F",60,13347.1,35
"01","C",83,"2",81713,18,"P","F",79,5480.61,68
"98","M",69,"3",6969,22,"D","M",51,39441.12,30
"02","C",53,"1",26625,1,"P","M",33,4300.03,41
"01","C",44,"1",52979,38,"O","F",26,3769.84,52
"02","C",37,"2",46444,9,"D","M",51,9180.2,30
"99","C",87,"4",100927,14,"O","M",58,6854.6,33
"01","C",74,"2",66504,4,"P","M",75,8019.81,58
"01","M",45,"4",49490,20,"P","M",34,20700.82,39
"99","A",63,"3",5301,28,"P","F",34,19414.74,39
"99","M",75,"0",7034,19,"P","M",24,33600.02,56
"99","A",34,"4",101902,24,"P","M",41,19245.74,33
"01","U",89,"0",707,14,"P","M",77,2693.82,63
"00","C",90,"2",86315,11,"D","M",22,9812.79,60
"02","U",63,"1",117999,28,"P","F",33,2055.34,41
"00","M",75,"4",99593,22,"D","F",75,27980.84,58
"99","C",79,"2",99221,20,"P","F",39,5476.24,34
"01","M",55,"1",1763,32,"O","F",40,21576.59,33
"99","U",60,"0",56304,21,"D","M",47,1122.67,30
"02","C",34,"1",73691,43,"O","F",23,8990.1,58
"02","B",39,"3",86810,4,"P","M",76,13929.76,60
"00","C",36,"4",92941,42,"O","F",45,5729.6,31
"98","M",50,"4",56930,24,"P","M",75,31989.52,58
"98","M",73,"0",87439,2,"D","M",79,21774.85,68
"98","M",64,"0",87708,28,"O","F",41,28893.9,33
"01","M",74,"2",38637,23,"O","F",47,31373.41,30
"02","B",45,"1",14464,2,"O","M",50,12879.41,30
"02","M",67,"3",107190,18,"O","M",62,34130.23,37
"98","B",68,"3",93179,20,"O","M",38,14217.92,35
"02","A",58,"1",89356,31,"O","F",61,15675.21,36
"00","A",37,"1",9658,24,"O","M",32,18694.08,42
"02","M",49,"2",109148,36,"D","F",80,23583.3,70
"00","C",36,"1",108291,42,"O","F",24,5646.06,56
"01","A",69,"0",35978,26,"O","F",19,18578.74,68
"02","M",47,"1",14873,36,"D","F",28,20433.84,48
"00","M",84,"1",72036,19,"O","M",55,20168.41,32
